State,date,cases_mean_per_10k,cases_median_per_10k,cases_mode_per_10k,deaths_mean_per_10k,deaths_median_per_10k,deaths_mode_per_10k
AR,2020-07-13,89.19302676908194,40.072129833700664,7.789895392833296,1.0919558618786114,0.47425581358584823,0.0
AR,2020-07-20,104.05009541284265,51.693883680857454,8.386246555648736,1.2485673934192838,0.6032818532818532,0.0
AR,2020-07-27,120.02648830987724,67.93478260869566,26.89873417721519,1.4352448286683366,0.7250842910488344,0.0
AR,2020-08-03,138.82306397652457,84.21317244846657,68.92517824114327,1.6631869537650263,0.933009889904833,0.0
AR,2020-08-10,158.54441404578088,105.01930501930502,14.975440277944172,2.0163551360582272,1.2002880691365927,0.0
AR,2020-08-17,176.2734841599736,126.51947407591167,30.83445750626325,2.3503699182350846,1.2830382345393894,0.0
AR,2020-08-24,192.98055338027007,140.59073906874758,81.70411438576015,2.7386717461081203,1.57626432519766,0.0
AR,2020-08-31,208.13868822403643,152.08061205448777,42.721518987341774,3.18252167547824,1.7156582408784171,0.0
AR,2020-09-07,222.05750813367925,167.0087702929651,44.30379746835443,3.5890476916808427,2.466525722339676,0.0
AR,2020-09-14,234.5026097220821,176.7385696251166,45.88607594936709,3.953524185814947,2.744387727098084,0.0
AR,2020-09-21,252.87324497749475,193.7854994988306,125.72630735323582,4.67022418835711,2.8534741047225,0.0
AR,2020-09-28,270.9903424050055,209.92722522858742,178.91130567186906,5.10915209446852,3.2104017015129016,0.0
AR,2020-10-05,289.37700233042546,229.43480693900392,69.3775293890923,5.655983804656604,3.6823994006577525,0.0
AR,2020-10-12,309.0665382905042,248.25224711085747,124.50150763544403,6.159644963373451,4.618395503060644,0.0
AR,2020-10-19,330.30826889923543,271.59404302261447,252.53245826794122,6.607804492664845,5.159958720330237,0.0
AR,2020-10-26,354.22511219767733,293.65692222835077,202.5372802136657,7.037872439167004,5.595970900951316,0.0
AR,2020-11-02,379.55372477019034,321.1967259384702,346.55765121248726,7.467873897542075,5.733287467033597,0.0
AR,2020-11-09,408.0289637056855,343.1811399582214,268.7068482925919,7.96612392243581,6.201935003721162,0.0
AR,2020-11-16,442.2845916740231,370.87214225232856,1282.601332279553,8.345179153512396,6.50376289138716,0.0
AR,2020-11-23,481.6009770755258,406.60397520837785,244.74850645596453,8.838747208176438,6.613420155669736,0.0
AR,2020-11-30,523.1931484061056,447.4610356963298,283.2915783387936,9.316979428177442,7.069571837726135,1.268874508311128
AR,2020-12-07,570.282413539049,497.4353494336397,413.64734299516914,9.906177304740519,7.692725775230259,1.268874508311128
AR,2020-12-14,622.769573394515,546.4402910543587,313.88522822570985,10.910463335544485,9.002987354895033,1.5822784810126582
AR,2020-12-21,677.0020641295052,594.1440478734772,466.4855072463768,12.117130705408554,10.25469808260994,1.5822784810126582
AR,2020-12-28,729.1445836653809,644.1573943812082,519.6973069218785,13.315134146219288,11.421687124003537,1.927153594141453
AR,2021-01-04,780.633198077502,694.61672041677,470.22547697051453,14.529991876620784,13.496794511303564,1.927153594141453
AR,2021-01-11,842.9495417646841,757.1062192776235,514.550009635768,15.70268008822621,14.376422666826404,1.927153594141453
AR,2021-01-18,896.7887174580886,805.0053557162868,474.42194800527136,16.9801148046681,16.149291225551767,5.108675459780792
AR,2021-01-25,939.7297181558329,855.3593521538634,816.458145234103,18.074101164564727,16.93480101608806,3.854307188282906
AR,2021-02-01,978.0571968579692,893.8875828168412,1803.0935982838434,19.05326916552658,17.727187908191826,3.854307188282906
AR,2021-02-08,1016.5676224669506,928.4669890900911,712.56038647343,19.837346736904127,18.227760958170027,6.6953610712577705
AR,2021-02-15,1042.1371291143696,947.8521051506732,710.1843457237836,20.510695973087874,19.033117624666918,5.781460782424359
AR,2021-02-22,1052.425833742032,955.5671825005534,710.1843457237836,20.94493637245001,19.393181107288083,5.781460782424359
AR,2021-03-01,1067.310182152374,970.4414614836229,710.1843457237836,21.250425231678552,19.682825328984368,5.781460782424359
AR,2021-03-08,1083.0163246210493,980.9788416328275,770.9230033476805,21.451537770715227,20.135619318350063,5.781460782424359
AR,2021-03-15,1089.8618469666635,992.4512693242335,843.8015480269002,21.75030645456315,20.526217577906326,5.781460782424359
AR,2021-03-22,1095.532137020686,999.9482963652346,816.7270531400966,21.99198233101793,20.85734672594544,5.781460782424359
AR,2021-03-29,1100.5529772785624,1004.1520235293275,785.2230929154006,22.145004152807928,21.122298106033938,5.781460782424359
AR,2021-04-05,1104.3694291507093,1009.1964663031009,788.2058200038542,22.08264740244237,21.104936952340243,5.781460782424359
AR,2021-04-12,1107.1942927702978,1012.6582278481012,786.0227090996322,22.07881471658289,21.12490097702667,5.781460782424359
AR,2021-04-19,1110.6304951522695,1015.8227848101266,786.8223252838638,22.153078315418256,21.35699030721209,5.781460782424359
AR,2021-04-26,1114.3003695474133,1020.5696202531645,824.2753623188406,22.254620273928,21.372088053002777,5.781460782424359
AR,2021-05-03,1117.8786494493634,1020.5696202531645,799.6174079387852,22.345740101103196,21.372088053002777,5.781460782424359
AR,2021-05-10,1121.77746881232,1028.005848610955,792.0601271921372,22.397530131594067,21.401055785418748,5.781460782424359
AR,2021-05-17,1125.1819816246712,1032.5047801147227,792.0601271921372,22.494219656798766,21.74814397584235,5.781460782424359
AR,2021-05-24,1128.957238573866,1038.6908109324036,792.0601271921372,22.610150051566524,21.91229161114566,5.781460782424359
AR,2021-05-31,1132.5767303281298,1040.9402766842875,793.9872807862787,22.664510807518752,21.91229161114566,5.781460782424359
AR,2021-06-07,1135.6819094969178,1043.7521088741423,793.9872807862787,22.704756317189503,22.139297644472606,5.781460782424359
AR,2021-06-14,1140.3113379499414,1048.8134068158813,1091.4538450563562,22.73340459771263,22.151898734177216,5.781460782424359
AR,2021-06-21,1145.9978688791168,1057.952110313985,839.3719806763285,22.800916124812105,22.29575911192471,5.781460782424359
AR,2021-06-28,1152.634086674798,1064.836357995967,1031.6455696202531,22.900967695389774,22.50451570874419,5.781460782424359
AR,2021-07-05,1163.0313968714277,1069.598434733998,853.5499666147341,22.96323745223924,22.579734688117416,5.781460782424359
AR,2021-07-12,1177.1265273597628,1084.5855550169656,1611.9786519074917,23.048821712015258,22.579734688117416,5.781460782424359
AR,2021-07-19,1198.3032259061174,1110.2320315377376,860.5072463768115,23.228267144999823,22.82779283778,5.781460782424359
AR,2021-07-26,1228.4495441382996,1147.786104498215,1188.2907467129744,23.422365353505736,22.579734688117416,8.553528908615947
AR,2021-08-02,1265.5928509020036,1196.292015278979,898.0535748699172,23.76267122533527,22.728632095221005,7.708614376565812
AR,2021-08-09,1314.4882283988356,1250.18756223656,945.9158691297574,24.2358367156602,24.108615657911432,7.708614376565812
AR,2021-08-16,1365.334020817309,1304.8625835967862,974.8497663031382,24.778311281199166,24.108615657911432,9.288500835965074
AR,2021-08-23,1413.1039603811116,1354.4303797468353,1002.1198689535555,25.514267837988392,25.19126702743049,9.288500835965074
AR,2021-08-30,1462.6029931915625,1406.6455696202531,1013.6827905184043,26.347500530141097,26.124276917335326,9.015881822595187
AR,2021-09-06,1510.5138211104609,1459.9832292928352,1040.6629408363847,26.963302777473316,26.71511006625347,9.015881822595187
AR,2021-09-13,1555.9193895150954,1508.9650453786246,1063.788783966082,27.58768897596058,27.78371446890361,9.015881822595187
AR,2021-09-20,1596.5912973878105,1538.246529395323,2770.2702702702704,28.34836913469114,28.585167770891214,9.015881822595187
AR,2021-09-27,1627.5458461109752,1569.4591728525982,1550.5646491561984,28.964202926710218,29.090509907239692,11.610626044956344
AR,2021-10-04,1649.9026066855297,1590.6680805938495,1575.291490945175,29.5816321419398,29.63938745265931,13.490075158990173
AR,2021-10-11,1668.3872361329402,1604.5354433477446,1231.916314266637,30.300645711119344,30.452988199467075,13.490075158990173
AR,2021-10-18,1684.6164390282086,1628.191532751448,1137.0206205434572,32.199151817182795,31.09176512392289,13.490075158990173
AR,2021-10-25,1698.0117631758753,1651.0318949343339,1577.211013830732,32.43596686585537,31.09176512392289,17.648151588333644
AR,2021-11-01,1708.4208806353217,1665.4199615302414,1586.454973951873,32.83724559524357,31.740728366187774,15.417228753131624
AR,2021-11-08,1719.530049414083,1679.4296276736204,1144.7292349200231,33.3790497092083,33.41129301703976,15.417228753131624
AR,2021-11-15,1731.646354727114,1690.4970333625133,1786.3005521563946,33.79112551913838,33.58835603657399,15.417228753131624
AR,2021-11-22,1746.0273595803037,1699.2510456181305,1596.3780699578267,34.02684814448949,33.741278737275536,15.417228753131624
AR,2021-11-29,1758.6505771734146,1708.6766844401357,1597.6184569585712,34.20233903437714,34.313164817568335,15.417228753131624
AR,2021-12-06,1774.9309984141692,1727.3990168839496,1805.379746835443,34.42382660422669,34.44529209145341,15.417228753131624
AR,2021-12-13,1793.0559074189691,1734.8824927383152,1316.425120772947,34.92097596586954,35.26394528745458,15.417228753131624
AR,2021-12-20,1810.2694630876952,1746.471979769965,1900.0278732695344,35.39369761102229,35.45437581638365,15.417228753131624
AR,2021-12-27,1828.5244062451713,1767.337807606264,1322.056532383708,35.87215924876822,35.79824748877965,22.95131311611107
AR,2022-01-03,1869.5523045643054,1802.9625179821996,1217.9610714973983,36.37470656163273,36.60070913873956,17.344382347273076
AR,2022-01-10,1963.0053757339203,1894.429640908514,1352.103271756065,36.976413117249386,37.04357029458458,17.344382347273076
AR,2022-01-17,2125.379709603492,2069.567563706778,1385.6234341877046,37.328115850100176,37.04357029458458,17.344382347273076
AR,2022-01-24,2298.7792286214403,2257.9611027997435,1487.7625746772019,37.55717247434747,37.04357029458458,17.344382347273076
AR,2022-01-31,2433.9384497193487,2406.834078660704,1573.558869352326,37.897515346420626,37.04357029458458,17.344382347273076
AR,2022-02-07,2511.044838001942,2484.6110800223837,1893.494668743261,38.36501899161354,37.6315634738637,17.344382347273076
AR,2022-02-14,2550.0808464693637,2541.202132816287,2402.6251961763446,39.225447036866264,37.6315634738637,17.344382347273076
AR,2022-02-21,2579.583668699004,2575.4826988780615,1651.4578232806587,40.25448810301645,39.395543011701065,17.344382347273076
AR,2022-02-28,2597.376933290128,2591.889485112691,1653.683507678611,40.86637477969177,39.55696202531646,17.344382347273076
AR,2022-03-07,2610.4999089932044,2603.371683877207,2418.754651451253,41.8427195820757,40.62954409374733,17.344382347273076
AR,2022-03-14,2621.766095606192,2610.465131113952,2469.6818376373235,42.616746330730656,41.15952254953843,17.344382347273076
AR,2022-03-21,2633.6296484936584,2617.3544503726607,2826.797385620915,43.41756790740565,42.34026173979984,27.40107746609697
AR,2022-03-28,2644.6743870471987,2622.559713812575,2398.852223816356,44.04622495325283,43.62329997433923,19.27153594141453
AR,2022-04-04,2647.1844214187636,2625.570601488603,1689.294458045849,44.4583799539808,43.99195575666164,19.27153594141453
AR,2022-04-11,2648.6353614922036,2628.7345851481587,1850.067450375795,44.795212779633374,44.22884862319874,19.27153594141453
AR,2022-04-18,2649.9581381372295,2631.6689248324237,1850.067450375795,44.919697851858736,44.22884862319874,19.27153594141453
AR,2022-04-25,2651.7732974049572,2635.2411644480508,1850.067450375795,45.01460548470788,44.22884862319874,19.27153594141453
AR,2022-05-02,2654.1096333671917,2638.9154680526954,2152.4132091447927,45.087417653861344,44.22884862319874,19.27153594141453
AR,2022-05-09,2656.816401429953,2644.5034714514263,1859.7032183465024,45.153636107203,44.22884862319874,19.27153594141453
AR,2022-05-16,2660.05304596204,2649.657702896831,2217.206242744744,45.16519452669202,44.22884862319874,19.27153594141453
AR,2022-05-23,2664.1492281409264,2653.9020843431895,1961.0507246376812,45.22704460712883,44.22884862319874,19.27153594141453
AR,2022-05-30,2669.535268470112,2655.113911778963,2668.7791567643694,45.391429039004485,44.60711426283884,19.27153594141453
AR,2022-06-06,2676.54708614996,2657.5375666505092,2536.7384790983024,45.50426599263831,44.60711426283884,25.316053870023094
AR,2022-06-13,2687.1663823106983,2669.6558410082407,2232.6841222752482,45.57248499878878,44.60711426283884,21.19868953555598
AR,2022-06-20,2700.6920107760416,2689.02385353402,1968.5990338164252,45.65413128613563,44.60711426283884,21.19868953555598
AR,2022-06-27,2716.9483374212477,2697.609919243005,1728.2439350100158,45.74983170397817,44.60711426283884,38.61003861003861
AR,2022-07-04,2738.102705713429,2720.552593310713,2479.196556671449,45.84153426919919,44.60711426283884,21.19868953555598
AR,2022-07-11,2762.7596197759235,2738.7300048473094,2639.463546868312,45.905499639366695,44.60711426283884,21.19868953555598
AR,2022-07-18,2794.3503926135077,2773.472550779019,2658.0111285490084,45.97190471777676,44.60711426283884,21.19868953555598
AR,2022-07-25,2823.527315466513,2801.075484570007,2662.291339706092,46.101358672480565,44.60711426283884,21.19868953555598
AR,2022-08-01,2849.6517792968816,2844.415907540431,1830.6254173158245,46.23737371270814,45.179000343131655,21.19868953555598
AR,2022-08-08,2873.9050259913233,2865.190749159913,2925.3514299563744,46.41240118801914,45.179000343131655,21.19868953555598
AR,2022-08-15,2895.873157074327,2886.9341767147653,1851.769419096372,46.649444665142035,45.28985507246377,21.19868953555598
AR,2022-08-22,2917.6968937359384,2911.3304510971534,2401.6509738165873,46.83594124777595,45.28985507246377,21.19868953555598
AR,2022-08-29,2940.216729872413,2932.3977070567303,2583.5043851464825,46.93287212675817,45.28985507246377,21.19868953555598
AR,2022-09-05,2962.9651327627894,2956.195448242108,2146.7391304347825,47.06219548684118,45.28985507246377,21.19868953555598
AR,2022-09-12,2980.565850275647,2967.6156293335507,2149.75845410628,47.16158000086745,45.863467983771386,21.19868953555598
AR,2022-09-19,2997.337342863229,2982.2987193082636,1891.8317382595149,47.269770181530795,45.863467983771386,21.19868953555598
AR,2022-09-26,3009.8900797076317,2987.1930826331677,2176.932367149758,47.50749576239117,45.863467983771386,21.19868953555598
AR,2022-10-03,3019.0307284320656,2999.428990945428,2176.932367149758,47.91862435870355,46.45146116305051,23.125843129697436
AR,2022-10-10,3025.753779587648,3010.8491720368706,2216.226633262671,48.46846276668552,47.039454342329634,34.49219819326581
AR,2022-10-17,3031.357115234896,3024.716534790766,1911.8628978410861,48.815809773756044,47.039454342329634,26.980150317980346
AR,2022-10-24,3038.165111094371,3033.878949371907,2222.0080940450953,49.04893487618428,47.627447521608744,26.980150317980346
AR,2022-10-31,3044.237620854764,3038.9544474051518,3676.188325618155,49.27312300683021,47.627447521608744,26.980150317980346
AR,2022-11-07,3050.774663168929,3045.925442532017,2187.5,49.4459969396821,48.80343388016699,26.980150317980346
AR,2022-11-14,3057.806843857223,3052.912066996574,2846.3404194606933,49.47594098509057,48.80343388016699,26.980150317980346
AR,2022-11-21,3063.1594425349695,3056.7186905215076,3365.39918194213,49.49231460883615,48.80343388016699,26.980150317980346
AR,2022-11-28,3068.5113103211033,3065.600812079685,1929.6683730247053,49.561425957003536,49.391427059446116,26.980150317980346
AR,2022-12-05,3077.495441681182,3072.0287135981725,2233.5710156099444,49.6507626456281,49.391427059446116,26.980150317980346
AR,2022-12-12,3085.9021821333445,3074.482933637863,1936.3454262185624,49.76376091506156,49.391427059446116,26.980150317980346
AR,2022-12-19,3097.865696395406,3093.237621339424,1939.6839528154908,49.89746348834608,49.391427059446116,26.980150317980346
AR,2022-12-26,3110.3160462883584,3094.8690757810587,2880.582108717363,49.99115919457535,49.391427059446116,26.980150317980346
AR,2023-01-02,3120.283145420545,3113.630801859858,1946.3610060093479,50.03092028214158,49.391427059446116,26.980150317980346
AR,2023-01-09,3133.494727057427,3129.945346276205,1948.5866904073002,50.11270517673354,49.391427059446116,26.980150317980346
AR,2023-01-16,3138.4578812080044,3129.945346276205,1948.5866904073002,50.15592461575958,49.391427059446116,26.980150317980346
AR,2023-01-23,3148.3388731217665,3144.6284362509173,1957.4894279991097,50.28458315420192,49.391427059446116,26.980150317980346
AR,2023-01-30,3158.107569728519,3150.3385267966396,2249.3961352657007,50.48885144000805,49.391427059446116,26.980150317980346
AR,2023-02-06,3164.347398126529,3158.495799004813,4187.653562653562,50.67120436299155,49.391427059446116,26.980150317980346
AR,2023-02-13,3170.7518961666174,3162.5744351088997,2944.78527607362,50.853362691768986,49.391427059446116,26.980150317980346
AR,2023-02-20,3176.0457074712726,3164.2058895505343,1967.5050077898954,50.97719698315317,49.391427059446116,26.980150317980346
AR,2023-02-27,3184.1665418935945,3169.8631530752405,1968.6178499888715,51.086524999012006,49.391427059446116,26.980150317980346
AR,2023-03-06,3189.1382948649093,3178.002747112988,1968.6178499888715,51.17106623743266,49.391427059446116,26.980150317980346
AR,2023-03-13,3193.8946496802423,3179.0201963677064,3089.543388021348,51.29378329247636,49.391427059446116,26.980150317980346
AR,2023-03-20,3196.7419936165293,3181.0550948771433,2954.7724354401485,51.41005351850992,49.391427059446116,35.16658811586847
AR,2023-03-27,3198.85526250366,3182.0725441318614,1975.2949031827288,51.497864313052524,49.391427059446116,28.569841358019794
AR,2023-04-03,3199.15655960232,3182.0725441318614,1975.2949031827288,51.50680251996525,49.391427059446116,28.569841358019794
AR,2023-04-10,3199.15655960232,3182.0725441318614,1975.2949031827288,51.50680251996525,49.391427059446116,28.569841358019794
AR,2023-04-17,3199.15655960232,3182.0725441318614,1975.2949031827288,51.50680251996525,49.391427059446116,28.569841358019794
AR,2023-04-24,3199.15655960232,3182.0725441318614,1975.2949031827288,51.50680251996525,49.391427059446116,28.569841358019794
AR,2023-05-01,3199.15655960232,3182.0725441318614,1975.2949031827288,51.50680251996525,49.391427059446116,28.569841358019794
AR,2023-05-08,3199.15655960232,3182.0725441318614,1975.2949031827288,51.50680251996525,49.391427059446116,28.569841358019794
AR,2023-05-15,3199.15655960232,3182.0725441318614,1975.2949031827288,51.506802519965255,49.391427059446116,28.569841358019794
AR,2023-05-22,3199.15655960232,3182.0725441318614,1975.2949031827288,51.50680251996525,49.391427059446116,28.569841358019794
AR,2023-05-29,3199.15655960232,3182.0725441318614,1975.2949031827288,51.50680251996525,49.391427059446116,28.569841358019794
AR,2023-06-05,,,,,,
AR,2023-06-12,3199.15655960232,3182.0725441318614,1975.2949031827288,51.50680251996525,49.391427059446116,28.569841358019794
AR,2023-06-19,3199.15655960232,3182.0725441318614,1975.2949031827288,51.50680251996525,49.391427059446116,28.569841358019794
AR,2023-06-26,3199.15655960232,3182.0725441318614,1975.2949031827288,51.50680251996525,49.391427059446116,28.569841358019794
AR,2023-07-03,3199.15655960232,3182.0725441318614,1975.2949031827288,51.50680251996525,49.391427059446116,28.569841358019794
AR,2023-07-10,3199.15655960232,3182.0725441318614,1975.2949031827288,51.50680251996525,49.391427059446116,28.569841358019794
AR,2023-07-17,3199.15655960232,3182.0725441318614,1975.2949031827288,51.50680251996525,49.391427059446116,28.569841358019794
AR,2023-07-24,3199.15655960232,3182.0725441318614,1975.2949031827288,51.506802519965255,49.391427059446116,28.569841358019794
ID,2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0
ID,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0
ID,2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0
ID,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0
ID,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0
ID,2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0
ID,2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0
ID,2020-03-16,0.008426463385477841,0.0,0.0,0.0,0.0,0.0
ID,2020-03-23,0.19906641667916827,0.0,0.0,0.0,0.0,0.0
ID,2020-03-30,1.2265852932833252,0.0,0.0,0.018428198520607772,0.0,0.0
ID,2020-04-06,5.196160747547703,0.7634170547370028,0.0,0.04449226757740685,0.0,0.0
ID,2020-04-13,7.318862983463836,1.5268341094740057,0.0,0.11029988378418211,0.0,0.0
ID,2020-04-20,8.38943690285745,1.7999640007199855,0.0,0.17908880292979465,0.0,0.0
ID,2020-04-27,9.459078888697361,1.9023124185823597,0.0,0.21403482169223284,0.0,0.0
ID,2020-05-04,10.32646586076932,2.0276037208601556,0.0,0.24306803839538094,0.0,0.0
ID,2020-05-11,11.055609553733078,2.320983538464376,0.0,0.26065222789234543,0.0,0.0
ID,2020-05-18,12.187580609869896,3.2750735950546286,0.0,0.27036660854484373,0.0,0.0
ID,2020-05-25,13.528034900464638,3.2967083843684777,0.0,0.2835814371818795,0.0,0.0
ID,2020-06-01,15.27060744686623,4.0435252297868995,0.0,0.2962837580322825,0.0,0.0
ID,2020-06-08,17.337633663547,5.477853900248849,0.0,0.2988760079568204,0.0,0.0
ID,2020-06-15,18.904107511627203,6.766472130592912,0.0,0.3118396064945073,0.0,0.0
ID,2020-06-22,21.737073747881503,8.883017492711371,0.0,0.3312793081934576,0.0,0.0
ID,2020-06-29,25.398429172620556,10.490282685512367,0.0,0.33606565281721773,0.0,0.0
ID,2020-07-06,30.904151282627613,14.638938241950212,0.0,0.35464143056265224,0.0,0.0
ID,2020-07-13,38.391940532912145,20.964360587002098,0.0,0.4013019498256226,0.0,0.0
ID,2020-07-20,48.113170237488234,25.381464866462863,0.0,0.4384307462541558,0.0,0.0
ID,2020-07-27,58.70256731825665,32.43009512827904,0.0,0.4930195598146383,0.0,0.0
ID,2020-08-03,70.00584406776794,41.91895668374476,0.0,0.5995177370493039,0.0,0.0
ID,2020-08-10,83.73309510525955,59.59473764941187,0.0,0.7316522671730127,0.0,0.0
ID,2020-08-17,96.75596354323649,72.3120634039008,9.041591320072332,0.8186735135575257,0.2812712679585385,0.0
ID,2020-08-24,108.65284699178186,84.80912606011408,34.29971416904859,0.9906054235180232,0.33477285661678546,0.0
ID,2020-08-31,120.22251314597581,96.69848222995891,23.44971339239187,1.2197976863317725,0.6588049278608604,0.0
ID,2020-09-07,130.20157978234383,105.05230231472497,23.44971339239187,1.381730565578505,0.8166598611678236,0.0
ID,2020-09-14,139.58086040977275,113.9439254321781,29.693924166285974,1.5194202584930538,0.8472344249659343,0.0
ID,2020-09-21,154.85853420602828,132.0973348783314,31.26628452318916,1.6461214067672179,0.8778089887640449,0.0
ID,2020-09-28,174.8848263030751,153.1836815235303,65.20726595249185,1.9041620775441188,1.190608201616029,0.0
ID,2020-10-05,198.07607708754034,168.45210371060392,65.20726595249185,2.0906616049433824,1.4539638689978553,0.0
ID,2020-10-12,221.99399578592315,191.71190191731824,64.0035312293092,2.3023599636208782,1.9500184806207166,0.0
ID,2020-10-19,250.0580868902284,218.0344290591198,93.9255617977528,2.427309487515135,2.172365296037075,0.0
ID,2020-10-26,285.3155924158914,269.0380690105668,473.37278106508876,2.7428921354566285,2.4948290039182344,0.0
ID,2020-11-02,321.2115682738148,332.1606769380687,370.70524412296567,3.066808257315543,2.760600706713781,0.0
ID,2020-11-09,363.79568724802687,364.56454032046844,238.70220162224797,3.498278257194585,3.040701967768559,0.0
ID,2020-11-16,409.22115397846244,408.9250443574035,461.121157323689,3.856385928596447,3.133601145209296,0.0
ID,2020-11-23,461.3295039576914,459.3042947505263,446.66923373122836,4.445759107377252,3.574924652312097,0.0
ID,2020-11-30,511.29291255265747,517.1490263796959,568.0473372781065,4.786429807511634,3.9557732522026052,0.0
ID,2020-12-07,557.6741020986165,569.716210847991,536.9378348075246,5.420154980969552,5.044681464398963,0.0
ID,2020-12-14,609.7726184205047,621.5543808539319,506.3291139240506,6.207919811518023,5.658375329898854,0.0
ID,2020-12-21,648.2168282897102,657.9931741599412,506.3291139240506,6.888267647658261,6.145432200724963,0.0
ID,2020-12-28,675.3392461841213,680.4506758516548,506.3291139240506,7.207893693310231,6.644697635110582,0.0
ID,2021-01-04,706.3225873297334,700.3500461871915,627.2189349112426,7.681944250925724,6.986492780624127,0.0
ID,2021-01-11,736.4357898152783,718.6564249446686,515.370705244123,8.233084978197173,7.882025513467969,0.0
ID,2021-01-18,763.3954400252089,737.5341752375994,515.370705244123,8.666183457068767,8.166598611678236,0.0
ID,2021-01-25,786.9736345259541,772.4994862818562,627.2189349112426,9.15609769404745,8.72964465055328,0.0
ID,2021-02-01,804.4927317455299,812.5903419354092,526.071842410197,9.383672332797715,8.901624002954891,0.0
ID,2021-02-08,818.3126747334626,819.1447238170659,526.071842410197,9.617004454632225,9.47003163505021,0.0
ID,2021-02-15,829.3008818170288,822.7283695892776,528.3893395133256,9.796843055323412,10.089362928797925,0.0
ID,2021-02-22,837.890160202225,826.4371146044975,623.869801084991,9.985818623328154,10.199796004079918,0.0
ID,2021-03-01,846.7918704727139,832.7008482123229,627.2189349112426,10.099515480673261,10.301729046567633,0.0
ID,2021-03-08,855.4287701552176,836.3528559193622,632.9113924050633,10.246488406858152,10.301729046567633,0.0
ID,2021-03-15,863.805915576016,846.72204797928,639.0532544378698,10.430185277682837,10.403662089055349,0.0
ID,2021-03-22,872.2951302237288,860.867736585768,641.9529837251356,10.757349180584262,10.545750427686695,0.0
ID,2021-03-29,881.5259504578199,866.0036589821963,641.9529837251356,10.881932682602923,10.545750427686695,0.0
ID,2021-04-05,889.7399207626465,869.6030360072671,560.8342989571263,10.927870244397807,10.687838766318041,0.0
ID,2021-04-12,897.4528309408399,875.0067902505666,641.9529837251356,11.0453219519852,10.809796288468736,0.0
ID,2021-04-19,904.4530489335394,879.5960702651445,563.1517960602549,11.142446467056349,10.809796288468736,0.0
ID,2021-04-26,910.0853235114562,886.938918288469,641.9529837251356,11.198965753112072,10.809796288468736,0.0
ID,2021-05-03,915.3210752324665,891.7756740504237,570.1042873696408,11.265484037074554,10.809796288468736,0.0
ID,2021-05-10,919.9050633622405,895.3437162878921,641.9529837251356,11.319780594345936,10.809796288468736,0.0
ID,2021-05-17,924.1778155756459,900.5642447040191,641.9529837251356,11.346327061255849,11.005971483909054,0.0
ID,2021-05-24,929.8760511234564,904.5238566620471,698.2248520710059,11.412418953850805,11.005971483909054,0.0
